"ILOAD_TRAN (Temp=0,VREF_TRAN=0.05) X","ILOAD_TRAN (Temp=0,VREF_TRAN=0.05) Y","ILOAD_TRAN (Temp=0,VREF_TRAN=0.25) X","ILOAD_TRAN (Temp=0,VREF_TRAN=0.25) Y","ILOAD_TRAN (Temp=0,VREF_TRAN=0.45) X","ILOAD_TRAN (Temp=0,VREF_TRAN=0.45) Y","ILOAD_TRAN (Temp=0,VREF_TRAN=0.65) X","ILOAD_TRAN (Temp=0,VREF_TRAN=0.65) Y","ILOAD_TRAN (Temp=0,VREF_TRAN=0.85) X","ILOAD_TRAN (Temp=0,VREF_TRAN=0.85) Y","ILOAD_TRAN (Temp=27,VREF_TRAN=0.05) X","ILOAD_TRAN (Temp=27,VREF_TRAN=0.05) Y","ILOAD_TRAN (Temp=27,VREF_TRAN=0.25) X","ILOAD_TRAN (Temp=27,VREF_TRAN=0.25) Y","ILOAD_TRAN (Temp=27,VREF_TRAN=0.45) X","ILOAD_TRAN (Temp=27,VREF_TRAN=0.45) Y","ILOAD_TRAN (Temp=27,VREF_TRAN=0.65) X","ILOAD_TRAN (Temp=27,VREF_TRAN=0.65) Y","ILOAD_TRAN (Temp=27,VREF_TRAN=0.85) X","ILOAD_TRAN (Temp=27,VREF_TRAN=0.85) Y","ILOAD_TRAN (Temp=125,VREF_TRAN=0.05) X","ILOAD_TRAN (Temp=125,VREF_TRAN=0.05) Y","ILOAD_TRAN (Temp=125,VREF_TRAN=0.25) X","ILOAD_TRAN (Temp=125,VREF_TRAN=0.25) Y","ILOAD_TRAN (Temp=125,VREF_TRAN=0.45) X","ILOAD_TRAN (Temp=125,VREF_TRAN=0.45) Y","ILOAD_TRAN (Temp=125,VREF_TRAN=0.65) X","ILOAD_TRAN (Temp=125,VREF_TRAN=0.65) Y","ILOAD_TRAN (Temp=125,VREF_TRAN=0.85) X","ILOAD_TRAN (Temp=125,VREF_TRAN=0.85) Y","ILOAD_TRAN (Temp=-55,VREF_TRAN=0.05) X","ILOAD_TRAN (Temp=-55,VREF_TRAN=0.05) Y","ILOAD_TRAN (Temp=-55,VREF_TRAN=0.25) X","ILOAD_TRAN (Temp=-55,VREF_TRAN=0.25) Y","ILOAD_TRAN (Temp=-55,VREF_TRAN=0.45) X","ILOAD_TRAN (Temp=-55,VREF_TRAN=0.45) Y","ILOAD_TRAN (Temp=-55,VREF_TRAN=0.65) X","ILOAD_TRAN (Temp=-55,VREF_TRAN=0.65) Y","ILOAD_TRAN (Temp=-55,VREF_TRAN=0.85) X","ILOAD_TRAN (Temp=-55,VREF_TRAN=0.85) Y","ILOAD_TRAN (Temp=-100,VREF_TRAN=0.05) X","ILOAD_TRAN (Temp=-100,VREF_TRAN=0.05) Y","ILOAD_TRAN (Temp=-100,VREF_TRAN=0.25) X","ILOAD_TRAN (Temp=-100,VREF_TRAN=0.25) Y","ILOAD_TRAN (Temp=-100,VREF_TRAN=0.45) X","ILOAD_TRAN (Temp=-100,VREF_TRAN=0.45) Y","ILOAD_TRAN (Temp=-100,VREF_TRAN=0.65) X","ILOAD_TRAN (Temp=-100,VREF_TRAN=0.65) Y","ILOAD_TRAN (Temp=-100,VREF_TRAN=0.85) X","ILOAD_TRAN (Temp=-100,VREF_TRAN=0.85) Y"
3.75005313397274e-06,0.0001,3.750025349130198e-06,0.0001,3.746199764750833e-06,0.007682368145843064,3.74380603458922e-06,0.01244589116745151,3.755823347663554e-06,0.0001,3.750367331960455e-06,0.0001,3.752636791269417e-06,0.0001,3.750307144080251e-06,0.0001,3.750132617603734e-06,0.0001,3.762660726607285e-06,0.0001,3.798276012168826e-06,0.0001,3.802905243979703e-06,0.0001,3.763462264176103e-06,0.0001,3.755339836248038e-06,0.0001,3.849900854081863e-06,0.0001,3.741824874560009e-06,0.01638839962558179,3.740277291712893e-06,0.01946808949134239,3.740219392581543e-06,0.01958330876272868,3.740161829615525e-06,0.0196978590651062,3.755058486948234e-06,0.0001,3.542001117011641e-06,0.02,2.553242072493861e-06,0.02,2.535720021727106e-06,0.02,2.528910205214554e-06,0.02,3.753191950024396e-06,0.0001
3.750078684746915e-06,0.0001,3.750040956565642e-06,0.0001,3.746732674140677e-06,0.006621878460053427,3.744137080327821e-06,0.0117871101476356,3.756465959162159e-06,0.0001,3.750414262522259e-06,0.0001,3.752944508966989e-06,0.0001,3.750352169105751e-06,0.0001,3.750156040438215e-06,0.0001,3.764034636448089e-06,0.0001,3.805281012691458e-06,0.0001,3.809572080367068e-06,0.0001,3.765046492045269e-06,0.0001,3.756068262377808e-06,0.0001,3.858487268813437e-06,0.0001,3.742105937571415e-06,0.01582908423288474,3.740346098421501e-06,0.01933116414121289,3.740274070300729e-06,0.01947450010155011,3.740185397366396e-06,0.01965095924087199,3.75555184591256e-06,0.0001,3.642001117011641e-06,0.02,2.564370577182623e-06,0.02,2.53834055385834e-06,0.02,2.530195833293449e-06,0.02,3.753510142669676e-06,0.0001
3.750101392864667e-06,0.0001,3.750059414945283e-06,0.0001,3.747319311639191e-06,0.00545446983801099,3.744510143721147e-06,0.01104471399491784,3.757132042357198e-06,0.0001,3.750475543430094e-06,0.0001,3.753320910165478e-06,0.0001,3.750395448434835e-06,0.0001,3.750199514226124e-06,0.0001,3.765430359415787e-06,0.0001,3.81305584765879e-06,0.0001,3.816804983138769e-06,0.0001,3.766914345714634e-06,0.0001,3.756993081248619e-06,0.0001,3.860625730248848e-06,0.0001,3.742429814214745e-06,0.01518456971265716,3.740413562584989e-06,0.01919691045587285,3.740341963120732e-06,0.01933939338974315,3.740215771234542e-06,0.01959051524326052,3.756152596005327e-06,0.0001,3.74001e-06,0.02,2.574340253085854e-06,0.02,2.542070678136494e-06,0.02,2.531409310870039e-06,0.02,3.753864093946852e-06,0.0001
3.750119340818401e-06,0.0001,3.75007501122922e-06,0.0001,3.747977994507524e-06,0.004143690930026717,3.744894927202402e-06,0.0102789948672206,3.757853587611063e-06,0.0001,3.750598105245763e-06,0.0001,3.753836269066249e-06,0.0001,3.750448410727289e-06,0.0001,3.75023287970831e-06,0.0001,3.76690937591828e-06,0.0001,3.821986435919021e-06,0.0001,3.824878332147404e-06,0.0001,3.769182552727523e-06,0.0001,3.757994302410299e-06,0.0001,3.864902653119669e-06,0.0001,3.742774398932751e-06,0.01449884612382633,3.740491786239208e-06,0.01904124538397594,3.740407933110412e-06,0.01920811311028084,3.740264209957721e-06,0.01949412218413578,3.756813677673018e-06,0.0001,3.740019765625e-06,0.01998056640625012,2.589999867914738e-06,0.02,2.546352451890367e-06,0.02,2.53287168331508e-06,0.02,3.75424268265874e-06,0.0001
3.750139729418268e-06,0.0001,3.750090263016667e-06,0.0001,3.748666320583573e-06,0.002773922038689623,3.745303992673683e-06,0.009464954579370011,3.758717808659039e-06,0.0001,3.750730323542343e-06,0.0001,3.754488580198685e-06,0.0001,3.750538911502189e-06,0.0001,3.750271101370604e-06,0.0001,3.76856807006798e-06,0.0001,3.832578123005102e-06,0.0001,3.834318592152825e-06,0.0001,3.772007335976481e-06,0.0001,3.759123131053302e-06,0.0001,3.873284172856123e-06,0.0001,3.743108288273979e-06,0.01383440633478283,3.740585912220775e-06,0.01885393468065728,3.740484442303938e-06,0.01905585981516433,3.740331900954116e-06,0.01935941710130881,3.757531917124844e-06,0.0001,3.740034786315613e-06,0.01995067523193041,2.604720762166821e-06,0.02,2.553404082062898e-06,0.02,2.534685062058136e-06,0.02,3.754696500870028e-06,0.0001
3.75016964641423e-06,0.0001,3.750106218433023e-06,0.0001,3.749370651886946e-06,0.001372302744976739,3.745732070138924e-06,0.008613080423542063,3.759649291187494e-06,0.0001,3.750861960535981e-06,0.0001,3.755142762016e-06,0.0001,3.75065409452513e-06,0.0001,3.750333839428873e-06,0.0001,3.77049268186492e-06,0.0001,3.835201829101891e-06,0.0001,3.83671164184336e-06,0.0001,3.775602446863209e-06,0.0001,3.760235542694689e-06,0.0001,3.882988840733819e-06,0.0001,3.743426556959548e-06,0.01320105165049969,3.740700914964089e-06,0.01862507922146246,3.740577225349542e-06,0.01887122155441191,3.740393251045835e-06,0.01923733041878748,3.75833620725363e-06,0.0001,3.740054617699202e-06,0.0199112107785873,2.620682970863088e-06,0.02,2.565162701714353e-06,0.02,2.536627078470344e-06,0.02,3.755205970532525e-06,0.0001
3.750205801147567e-06,0.0001,3.750125136225849e-06,0.0001,3.749690325943473e-06,0.0007361513724888843,3.746180121458579e-06,0.007721458297427047,3.760660707564979e-06,0.0001,3.751003038661595e-06,0.0001,3.7558263850233e-06,0.0001,3.750784308568317e-06,0.0001,3.750380312164368e-06,0.0001,3.772825553915354e-06,0.0001,3.840449241295469e-06,0.0001,3.841497741224428e-06,0.0001,3.780271908926811e-06,0.0001,3.76138899899322e-06,0.0001,3.89406734796131e-06,0.0001,3.743736265673923e-06,0.01258473130889308,3.740849622793063e-06,0.01832915064180383,3.740690964434731e-06,0.01864488077488445,3.740462550705005e-06,0.01909942409704032,3.759265220954426e-06,0.0001,3.740072628365769e-06,0.01987536955212071,2.640742677588026e-06,0.02,2.575307866713556e-06,0.02,2.539151979506295e-06,0.02,3.755763137776455e-06,0.0001
3.750240993181349e-06,0.0001,3.75015439534518e-06,0.0001,3.75001e-06,0.0001,3.746678213715368e-06,0.006730254706418316,3.761805121486564e-06,0.0001,3.751156708234169e-06,0.0001,3.756601675143589e-06,0.0001,3.750919131762311e-06,0.0001,3.75042764099939e-06,0.0001,3.775743737307442e-06,0.0001,3.850944065682624e-06,0.0001,3.851069939986564e-06,0.0001,3.786353330046693e-06,0.0001,3.762680214175489e-06,0.0001,3.904411105664526e-06,0.0001,3.744046721389925e-06,0.01196692443404958,3.74100120457936e-06,0.018027502887073,3.740836013589517e-06,0.01835623295686114,3.740547342976888e-06,0.01893068747599258,3.760282599670947e-06,0.0001,3.740087141505977e-06,0.01984648840310572,2.666304599264383e-06,0.02,2.58619317127373e-06,0.02,2.542684834112384e-06,0.02,3.756383370976017e-06,0.0001
3.750297582055298e-06,0.0001,3.75018808303635e-06,0.0001,3.750026173943455e-06,0.0001,3.747246537096601e-06,0.005599291177763747,3.763041335724703e-06,0.0001,3.751331484464734e-06,0.0001,3.757516144986821e-06,0.0001,3.751061148439041e-06,0.0001,3.750488463775387e-06,0.0001,3.779463093396247e-06,0.0001,3.867867781705047e-06,0.0001,3.863258186764686e-06,0.0001,3.7882694007449e-06,0.0001,3.764151400774741e-06,0.0001,3.916826704297662e-06,0.0001,3.744369384286183e-06,0.01132482527049634,3.741158361839232e-06,0.01771475993992905,3.740988208948848e-06,0.01805336419179288,3.740654778453601e-06,0.01871689087733481,3.761322406224986e-06,0.0001,3.740101928817633e-06,0.0198170616529103,2.700435960541099e-06,0.02,2.599301083967897e-06,0.02,2.546647807144368e-06,0.02,3.757092384383215e-06,0.0001
3.750344708683508e-06,0.0001,3.750219030959806e-06,0.0001,3.750042745900214e-06,0.0001,3.747906624080283e-06,0.004285718080236735,3.764311972340239e-06,0.0001,3.751509246750334e-06,0.0001,3.75851258041931e-06,0.0001,3.751215115679581e-06,0.0001,3.750610109327381e-06,0.0001,3.784274020901321e-06,0.0001,3.891753363381741e-06,0.0001,3.87643843931417e-06,0.0001,3.792101542141313e-06,0.0001,3.76586107344584e-06,0.0001,3.931206519793282e-06,0.0001,3.744720174110336e-06,0.01062675352043097,3.741297955189371e-06,0.01743696917315156,3.741147691206612e-06,0.01773599449884298,3.740790455603136e-06,0.01844689334975905,3.762436528252247e-06,0.0001,3.740118173603092e-06,0.0197847345298473,2.745621937342781e-06,0.02,2.614630441413252e-06,0.02,2.552960442468389e-06,0.02,3.757924910070095e-06,0.0001
3.750389030232545e-06,0.0001,3.750259040206741e-06,0.0001,3.750062243727006e-06,0.0001,3.748585197562869e-06,0.00293535684988986,3.765690958741063e-06,0.0001,3.751700861699167e-06,0.0001,3.759559703792699e-06,0.0001,3.751391932974882e-06,0.0001,3.750734720199086e-06,0.0001,3.790889438292591e-06,0.0001,3.923490770330813e-06,0.0001,3.894024343951635e-06,0.0001,3.798865078868897e-06,0.0001,3.767906764496165e-06,0.0001,3.94492843098209e-06,0.0001,3.745112541390746e-06,0.009845942632416293,3.741434246415545e-06,0.017165749633065,3.741292486605614e-06,0.01744785165482764,3.740948985650821e-06,0.01813141855486563,3.763669454151681e-06,0.0001,3.740137388622247e-06,0.0197464966417277,2.807770928408123e-06,0.02,2.63303190010648e-06,0.02,2.562559302940766e-06,0.02,3.758835928307269e-06,0.0001
3.75044302599036e-06,0.0001,3.750315723865847e-06,0.0001,3.750077805090677e-06,0.0001,3.74926618648967e-06,0.001580188885556888,3.767248524408309e-06,0.0001,3.751926893254035e-06,0.0001,3.760674002589089e-06,0.0001,3.751570536828074e-06,0.0001,3.750867455299085e-06,0.0001,3.799819535614925e-06,0.0001,3.968301655824761e-06,0.0001,3.915731580112618e-06,0.0001,3.80589396161219e-06,0.0001,3.770423183271783e-06,0.0001,3.957725238098638e-06,0.0001,3.745526556103256e-06,0.009022053354520608,3.741578523039805e-06,0.01687863915078718,3.741431373025362e-06,0.01717146767952984,3.741112305683485e-06,0.01780641168986413,3.76507740371659e-06,0.0001,3.740162023113827e-06,0.01969747400348431,2.901350007166612e-06,0.02,2.656113750244934e-06,0.02,2.576306655157892e-06,0.02,3.759772782579498e-06,0.0001
3.750533136485461e-06,0.0001,3.750357489826064e-06,0.0001,3.750093186016099e-06,0.0001,3.749638093244835e-06,0.0008400944427785391,3.769070718949268e-06,0.0001,3.752149578316125e-06,0.0001,3.761874432733743e-06,0.0001,3.751761117404891e-06,0.0001,3.751006204505075e-06,0.0001,3.806354593795157e-06,0.0001,4.017687834524109e-06,0.0001,3.939823228160785e-06,0.0001,3.812478446684419e-06,0.0001,3.77358767571056e-06,0.0001,3.969938800184876e-06,0.0001,3.745984229253028e-06,0.008111283786474612,3.74174200681108e-06,0.01655330644595001,3.741576025510428e-06,0.01688360923424913,3.741284449202422e-06,0.0174638460871809,3.766746823941757e-06,0.0001,3.740197279691183e-06,0.01962731341454616,3.001350007166612e-06,0.02,2.686358628794666e-06,0.02,2.588143799938499e-06,0.02,3.760772036033402e-06,0.0001
3.750658329507661e-06,0.0001,3.75040276057242e-06,0.0001,3.750109350063943e-06,0.0001,3.75001e-06,0.0001,3.771295354031855e-06,0.0001,3.752379313003785e-06,0.0001,3.763213368326074e-06,0.0001,3.751982329860126e-06,0.0001,3.751150928980171e-06,0.0001,3.811987140138235e-06,0.0001,4.069736836236407e-06,0.0001,3.965901093651508e-06,0.0001,3.819185725929122e-06,0.0001,3.777632794492533e-06,0.0001,3.981768792567094e-06,0.0001,3.74647430497319e-06,0.007136033103351909,3.741946244770098e-06,0.01614687290750601,3.741736730159589e-06,0.01656380698241842,3.741438635875159e-06,0.01715701460843275,3.76880529322038e-06,0.0001,3.740261218283502e-06,0.01950007561583181,3.101350007166611e-06,0.02,2.727076336759392e-06,0.02,2.600935907281519e-06,0.02,3.7618672826733e-06,0.0001
3.750780528533567e-06,0.0001,3.750463525669355e-06,0.0001,3.750128574771426e-06,0.0001,3.750027350876877e-06,0.0001,3.774092357370544e-06,0.0001,3.752639737988194e-06,0.0001,3.764767140393844e-06,0.0001,3.752191327529564e-06,0.0001,3.751307775466306e-06,0.0001,3.818049198320692e-06,0.0001,4.126850547863781e-06,0.0001,3.993926739018432e-06,0.0001,3.826518252135021e-06,0.0001,3.782882567188896e-06,0.0001,3.993573381195668e-06,0.0001,3.747006827454321e-06,0.006076313365901897,3.742196103099184e-06,0.01564965483262299,3.741930750939783e-06,0.01617770562983167,3.741590755773172e-06,0.01685429601138862,3.771432293737466e-06,0.0001,3.740319210340129e-06,0.01938467142314241,3.201350007166611e-06,0.02,2.781428558429295e-06,0.02,2.61653287823146e-06,0.02,3.763104469826758e-06,0.0001
3.750909104737681e-06,0.0001,3.750585055863225e-06,0.0001,3.750158844995278e-06,0.0001,3.750045200748564e-06,0.0001,3.777675840611836e-06,0.0001,3.752975567982304e-06,0.0001,3.766632680375453e-06,0.0001,3.752401350749057e-06,0.0001,3.75148771318668e-06,0.0001,3.824844877934156e-06,0.0001,4.190335503532927e-06,0.0001,4.021416058157525e-06,0.0001,3.834926689965215e-06,0.0001,3.789445643735751e-06,0.0001,4.005905277787045e-06,0.0001,3.747570964715356e-06,0.004953680216441225,3.742447205893415e-06,0.01514996027210388,3.742174334155554e-06,0.01569297503044762,3.741753198070575e-06,0.01653103583955677,3.774904912321956e-06,0.0001,3.740377325022469e-06,0.01926902320528625,3.301350007166611e-06,0.02,2.859574137477751e-06,0.02,2.635309576935283e-06,0.02,3.764554190716969e-06,0.0001
3.751049585666093e-06,0.0001,3.750708532493176e-06,0.0001,3.750192358883631e-06,0.0001,3.750065932724444e-06,0.0001,3.782268565841098e-06,0.0001,3.753389740319559e-06,0.0001,3.768952215207378e-06,0.0001,3.752632187849174e-06,0.0001,3.751671858283888e-06,0.0001,3.826870858265689e-06,0.0001,4.262334820937713e-06,0.0001,4.048313584453873e-06,0.0001,3.843988268552555e-06,0.0001,3.795905881237131e-06,0.0001,4.019700334649335e-06,0.0001,3.748177645756453e-06,0.003746384944657746,3.742703704707851e-06,0.01463952763137724,3.742423398883478e-06,0.01519733622187943,3.741938271586045e-06,0.01616273954376994,3.779595097978782e-06,0.0001,3.740443556388068e-06,0.01913722278774398,3.401350007166611e-06,0.02,2.959574137477751e-06,0.02,2.658723365895669e-06,0.02,3.766312915449784e-06,0.0001
3.751210187927419e-06,0.0001,3.7508310717149e-06,0.0001,3.750223390770725e-06,0.0001,3.750081605051592e-06,0.0001,3.788097782238146e-06,0.0001,3.753926983376604e-06,0.0001,3.771951084292661e-06,0.0001,3.752916928620617e-06,0.0001,3.751867302032769e-06,0.0001,3.830922818928757e-06,0.0001,4.345388549041409e-06,0.0001,4.075255668666084e-06,0.0001,3.853349943371123e-06,0.0001,3.797737942014341e-06,0.0001,4.034020769058405e-06,0.0001,3.74885499995978e-06,0.002398450080037983,3.742968495563962e-06,0.01411259382771506,3.742675728615979e-06,0.01469520005420167,3.742169103654104e-06,0.01570338372833224,3.785867862166684e-06,0.0001,3.740522409012696e-06,0.01898030606473577,3.501350007166611e-06,0.02,3.059574137477751e-06,0.02,2.689603251456416e-06,0.02,3.768529557401117e-06,0.0001
3.751372276445652e-06,0.0001,3.75096197216141e-06,0.0001,3.750263159974643e-06,0.0001,3.750097182711651e-06,0.0001,3.796110298107637e-06,0.0001,3.754564697863215e-06,0.0001,3.775978640387299e-06,0.0001,3.753268794688156e-06,0.0001,3.752091092907475e-06,0.0001,3.839026740254892e-06,0.0001,4.444909814131166e-06,0.0001,4.102677416311069e-06,0.0001,3.863516463596945e-06,0.0001,3.801402063568762e-06,0.0001,4.048512631310689e-06,0.0001,3.749509182691405e-06,0.001096626444105079,3.743241465463857e-06,0.01356938372692504,3.742935663137705e-06,0.01417793035596677,3.74243465132511e-06,0.01517494386303149,3.794035094536492e-06,0.0001,3.740624696335415e-06,0.01877675429252356,3.601350007166611e-06,0.02,3.159574137477751e-06,0.02,2.731034913026269e-06,0.02,3.771470131736486e-06,0.0001
3.751543330316776e-06,0.0001,3.751103385974741e-06,0.0001,3.750322909822e-06,0.0001,3.750113560672394e-06,0.0001,3.802900052307751e-06,0.0001,3.755215250549721e-06,0.0001,3.781609178986359e-06,0.0001,3.753739798942813e-06,0.0001,3.752297178852203e-06,0.0001,3.841223489511017e-06,0.0001,4.544909814131166e-06,0.0001,4.12895797616476e-06,0.0001,3.873536311550834e-06,0.0001,3.807627305392609e-06,0.0001,4.063324737101229e-06,0.0001,3.75001e-06,0.0001,3.743526320314225e-06,0.01300252257469301,3.743203779869105e-06,0.01364437806048074,3.742700937265063e-06,0.01464503484252481,3.803951940333813e-06,0.0001,3.740764550434583e-06,0.01849844463517961,3.670680003583306e-06,0.02,3.259574137477751e-06,0.02,2.78668471297441e-06,0.02,3.775460779023934e-06,0.0001
3.751739086433287e-06,0.0001,3.751266129800304e-06,0.0001,3.750365483818068e-06,0.0001,3.750132938769267e-06,0.0001,3.809457272857075e-06,0.0001,3.75590840626598e-06,0.0001,3.788810908829184e-06,0.0001,3.754273652865895e-06,0.0001,3.752501959161049e-06,0.0001,3.845616988023268e-06,0.0001,4.644909814131166e-06,0.0001,4.154842519189642e-06,0.0001,3.885675044418813e-06,0.0001,3.814542355036868e-06,0.0001,4.076216677076684e-06,0.0001,3.750029667622281e-06,0.0001,3.743829880135514e-06,0.01239843853032751,3.743483721455319e-06,0.01308729430391587,3.742970639553667e-06,0.01410832728820233,3.811801345431833e-06,0.0001,3.740920073114593e-06,0.01818895450196025,3.74001e-06,0.02,3.359574137477751e-06,0.02,2.867399033670609e-06,0.02,3.781007922291283e-06,0.0001
3.751948349776799e-06,0.0001,3.751429655132587e-06,0.0001,3.750411299659414e-06,0.0001,3.750162618873265e-06,0.0001,3.815899537992087e-06,0.0001,3.756696114886112e-06,0.0001,3.790589180183093e-06,0.0001,3.754920244417193e-06,0.0001,3.75272387461779e-06,0.0001,3.852507216058731e-06,0.0001,4.744909814131166e-06,0.0001,4.181947866964862e-06,0.0001,3.90158178939908e-06,0.0001,3.821227876597015e-06,0.0001,4.087728523225783e-06,0.0001,3.750051463259185e-06,0.0001,3.744166555057757e-06,0.01172845543506355,3.743781812571929e-06,0.01249409298186123,3.743246561666993e-06,0.01355924228268412,3.814379774314601e-06,0.0001,3.741047316761888e-06,0.0179357396438432,3.7400490625e-06,0.01992226562499962,3.459574137477751e-06,0.02,2.967399033670609e-06,0.02,3.789200130030621e-06,0.0001
3.752161426914702e-06,0.0001,3.751602936106978e-06,0.0001,3.750472468589275e-06,0.0001,3.750198387856601e-06,0.0001,3.822569632333217e-06,0.0001,3.75761778530723e-06,0.0001,3.794145722890912e-06,0.0001,3.755596497507677e-06,0.0001,3.752991931756375e-06,0.0001,3.861121700221836e-06,0.0001,4.844909814131166e-06,0.0001,4.211886809909612e-06,0.0001,3.918719660537773e-06,0.0001,3.828259249190348e-06,0.0001,4.098856534535575e-06,0.0001,3.750075981777596e-06,0.0001,3.744516419621586e-06,0.01103222495304379,3.744110856988282e-06,0.0118392945933191,3.743530547034514e-06,0.01299411140131758,3.819536632080137e-06,0.0001,3.741171831064993e-06,0.01768795618066464,3.740095746775881e-06,0.01982936391599705,3.559574137477751e-06,0.02,3.067399033670609e-06,0.02,3.797177676901409e-06,0.0001
3.752400031926163e-06,0.0001,3.751802666736907e-06,0.0001,3.750594806448996e-06,0.0001,3.750230463100442e-06,0.0001,3.829823744933496e-06,0.0001,3.758673587380676e-06,0.0001,3.801258808306548e-06,0.0001,3.756337066826643e-06,0.0001,3.75332714497708e-06,0.0001,3.871061871008152e-06,0.0001,4.922459907065583e-06,0.0001,4.247228108924324e-06,0.0001,3.935835319174861e-06,0.0001,3.835994234849234e-06,0.0001,4.110030956480694e-06,0.0001,3.750097531867822e-06,0.0001,3.744879794511956e-06,0.01030910892120822,3.744457821912367e-06,0.01114883439438929,3.743827734673295e-06,0.01240270800014363,3.829631756208749e-06,0.0001,3.741304852114232e-06,0.01742324429267836,3.740115742486199e-06,0.01978957245246376,3.65957413747775e-06,0.02,3.167399033670609e-06,0.02,3.805386910808425e-06,0.0001
3.75270221277764e-06,0.0001,3.752000429047325e-06,0.0001,3.750719806201082e-06,0.0001,3.75027026336898e-06,0.0001,3.83195424157645e-06,0.0001,3.759738720729071e-06,0.0001,3.803788867226582e-06,0.0001,3.757196765154577e-06,0.0001,3.753749988340538e-06,0.0001,3.874086619769527e-06,0.0001,5.00001e-06,0.0001,4.258750480802202e-06,0.0001,3.952985520758759e-06,0.0001,3.845053256822734e-06,0.0001,4.121664054312686e-06,0.0001,3.750114640301308e-06,0.0001,3.745285502307326e-06,0.009501750408421168,3.744815357912041e-06,0.01043733775503794,3.744146933888899e-06,0.01176750156109024,3.837084193143028e-06,0.0001,3.741460485005626e-06,0.01711353483880477,3.740140025395085e-06,0.01974124946378139,3.74001e-06,0.02,3.267399033670609e-06,0.02,3.813546829111627e-06,0.0001
3.753067295140906e-06,0.0001,3.752200913869034e-06,0.0001,3.750843202818901e-06,0.0001,3.750335376100982e-06,0.0001,3.836215234862358e-06,0.0001,3.76086039019255e-06,0.0001,3.80884898506665e-06,0.0001,3.758171336186725e-06,0.0001,3.754184321490544e-06,0.0001,3.880136117292278e-06,0.0001,5.00016625e-06,0.000410937499999839,4.281795224557957e-06,0.0001,3.970362165479182e-06,0.0001,3.84731572393524e-06,0.0001,4.133421706807105e-06,0.0001,3.75013379210421e-06,0.0001,3.745717734636648e-06,0.008641608073070762,3.745209116963209e-06,0.009653757243214593,3.744506203325575e-06,0.01105255538210508,3.846020862401077e-06,0.0001,3.741677571269803e-06,0.01668153317309121,3.740162566393558e-06,0.01969639287681983,3.740019765625e-06,0.01998056640625012,3.367399033670609e-06,0.02,3.817626788263227e-06,0.0001
3.7535489924002e-06,0.0001,3.752423907768947e-06,0.0001,3.750974309941986e-06,0.0001,3.750380981089212e-06,0.0001,3.844737221434174e-06,0.0001,3.762083360574255e-06,0.0001,3.818432385978258e-06,0.0001,3.759180277208444e-06,0.0001,3.754837903909704e-06,0.0001,3.890957866482966e-06,0.0001,5.000300514043395e-06,0.0006781229463545811,4.327884712069466e-06,0.0001,3.988612517896275e-06,0.0001,3.851840658160251e-06,0.0001,4.145475499744634e-06,0.0001,3.750160578430743e-06,0.0001,3.746172917782715e-06,0.007735793612397414,3.745628989211053e-06,0.008818211470004883,3.74487010798528e-06,0.01032838510929254,3.853045915097683e-06,0.0001,3.741985161901022e-06,0.0160694278169668,3.740186875218998e-06,0.0196480183141933,3.740034967096543e-06,0.01995031547787995,3.467399033670609e-06,0.02,3.825786706566428e-06,0.0001
3.754125483538808e-06,0.0001,3.752705042700729e-06,0.0001,3.751114892602976e-06,0.0001,3.750429184671712e-06,0.0001,3.847470717596898e-06,0.0001,3.763456772626394e-06,0.0001,3.82832717630386e-06,0.0001,3.760255989142131e-06,0.0001,3.755534682157468e-06,0.0001,3.900215707381388e-06,0.0001,5.000398828664481e-06,0.0008737690423171727,4.407460286550042e-06,0.0001,4.008111641896013e-06,0.0001,3.860724068733748e-06,0.0001,4.158504197808303e-06,0.0001,3.750197715419516e-06,0.0001,3.746639054271645e-06,0.006808181999427376,3.746078245427606e-06,0.007924191599063872,3.745252210596761e-06,0.009568000912446549,3.86032690506228e-06,0.0001,3.742309028486397e-06,0.0154249333120707,3.740219044450017e-06,0.01958400154446625,3.740054859225343e-06,0.01991073014156797,3.567399033670608e-06,0.02,3.833615211839077e-06,0.0001
